province,city,name,level,price,score,comments,addr
黑龙江,伊春,悬羊峰,0,0.0,3.8,30.0,伊春铁力市桃山林业局跃进林场悬羊峰景区
黑龙江,伊春,回龙湾国家森林公园,4,0.0,4.4,75.0,伊春市美溪区鹤伊公路110公里处
黑龙江,伊春,嘉荫恐龙国家地质公园,4,0.0,4.1,136.0,伊春市小兴安岭北部嘉荫县城西9公里处
黑龙江,伊春,上甘岭溪水国家森林公园,4,0.0,4.5,93.0,伊春市上甘岭区204省道伊嘉路24公里处上甘岭林业局溪水林场施业区内
黑龙江,伊春,水上公园,3,0.0,4.3,49.0,伊春市伊春区新兴西路南侧
黑龙江,伊春,桃山国家森林公园,4,0.0,4.4,10.0,伊春市铁力市桃山林业局境内
黑龙江,伊春,金山鹿苑,0,0.0,4.6,82.0,伊春市金山屯区东5公里处
黑龙江,伊春,库尔滨雾凇,0,0.0,4.9,30.0,伊春市红星火山地质公园北部7公里处
黑龙江,伊春,中国林都木雕园,0,0.0,4.4,42.0,伊春市伊春区花园路
黑龙江,伊春,北山公园,0,0.0,4.6,27.0,伊春市伊春区北郊 1公里处
黑龙江,伊春,兴安森林公园,3,0.0,4.3,31.0,伊春市伊春区南山风景林自然保护区
黑龙江,伊春,九峰山养心谷,4,0.0,4.2,41.0,伊春市金山屯区鹤伊公路72公里处
黑龙江,伊春,龙骨山,0,0.0,4.2,13.0,伊春市嘉荫县境内
黑龙江,伊春,小兴安岭植物园,0,0.0,4.6,30.0,伊春市伊春区山河大道
黑龙江,伊春,恐龙博物馆,0,0.0,4.3,48.0,伊春市伊春区环卫路1号（水上公园西侧）
黑龙江,伊春,南山森林公园,0,0.0,4.6,28.0,伊春市伊春区南部
黑龙江,伊春,太平岛,0,0.0,4.5,12.0,伊春市嘉荫县红光乡太平村
黑龙江,伊春,梅花山国家森林公园,0,0.0,4.5,8.0,伊春市乌马河区西南13公里处
黑龙江,伊春,新青国家湿地公园,0,0.0,4.5,21.0,伊春市新青区新青林业局东侧和南侧
黑龙江,伊春,仙翁山国家森林公园,0,0.0,4.6,17.0,伊春市林城南岔郊外10公里处
黑龙江,伊春,铁力公园,0,0.0,4.7,31.0,伊春市铁力市建设西大街
黑龙江,伊春,日月峡国家森林公园,0,0.0,4.2,22.0,伊春市铁力市小兴安岭南麓铁力林业局马永顺林场日月峡中
黑龙江,伊春,四块石抗联遗址,0,0.0,4.4,7.0,哈尔滨市近郊丹青河林场
黑龙江,伊春,兴安塔,0,0.0,4.0,8.0,伊春市区南的高山顶上
黑龙江,伊春,红星火山地质公园,0,0.0,4.6,20.0,伊春市红星区红星林业局大平台施业区
黑龙江,伊春,丰林自然保护区,0,0.0,4.0,9.0,伊春市五营区小兴安岭南坡北段
黑龙江,伊春,平顶山,0,0.0,4.0,10.0,伊春铁力市桃山林业局奋斗林场平顶山景区
黑龙江,伊春,乌伊岭源头湾景区,0,0.0,4.7,17.0,伊春市乌伊岭国家级自然保护区南部实验区
黑龙江,伊春,金山公园,0,0.0,4.7,10.0,伊春市金山屯区花园东街附近
黑龙江,伊春,天赐湖,0,0.0,4.5,7.0,伊春市五营区旅游公路以北17公里处五营国家森林公园内
黑龙江,伊春,滨水公园‎,0,0.0,5.0,3.0,伊春市汤旺河区沿河路
黑龙江,伊春,月牙湖公园,0,0.0,4.4,18.0,伊春市南岔区中心的北山脚下
黑龙江,伊春,朗乡玉兔仙潭风景区,0,0.0,4.8,6.0,伊春市铁力市朗乡镇朗乡局头道沟林场
黑龙江,伊春,丰林河漂流,0,0.0,4.1,7.0,伊春市五营区丰林自然保护区内
黑龙江,伊春,茅兰瀑布,0,0.0,4.7,11.0,伊春市嘉荫县向阳乡茅兰沟国家森林公园内
黑龙江,伊春,细水公园,0,0.0,4.2,12.0,伊春市南岔区文化公园对面
黑龙江,伊春,黑瞎子岭,0,0.0,3.8,4.0,伊春市五营区旅游公路以北17公里处五营国家森林公园内
黑龙江,伊春,仙女池,0,0.0,4.6,9.0,伊春市嘉荫县向阳乡茅兰沟国家森林公园内
黑龙江,伊春,透龙山风景区,0,0.0,4.0,5.0,黑龙江省伊春市铁力市G222国道旁边
黑龙江,伊春,桃源湖,0,0.0,5.0,3.0,伊春市铁力市桃山林业局内
黑龙江,伊春,小东沟原始森林,0,0.0,4.3,11.0,伊春省铁力市桃山林业局南河林场小东沟景区
黑龙江,伊春,朝鲜民族风情园,0,0.0,4.0,4.0,伊春市铁力市年丰朝鲜族乡云山村
黑龙江,黑河,五大连池风景区,5,0.0,4.6,517.0,黑河市五大连池市五大连池镇
黑龙江,黑河,老黑山,0,0.0,4.6,311.0,黑河市五大连池市区北10公里
黑龙江,黑河,火烧山,0,0.0,4.3,70.0,黑河市五大连池市老黑山东北2公里处
黑龙江,黑河,北药泉,0,0.0,4.4,106.0,黑河五大连池市五大连池镇药泉西路
黑龙江,黑河,龙门石寨,0,0.0,4.0,33.0,黑河市五大连池市五大连池镇东部
黑龙江,黑河,药泉山,0,0.0,4.5,55.0,黑河五大连池市五大连池镇二龙泉路
黑龙江,黑河,二龙泉,0,0.0,4.4,45.0,黑河五大连池市五大连池镇二龙泉路
黑龙江,黑河,南药泉,0,0.0,4.2,41.0,黑河五大连池市五大连池镇药泉西路
黑龙江,黑河,大黑河岛,0,0.0,4.5,85.0,黑龙江的中部，距离黑河市区70公里
黑龙江,黑河,瑷珲古城,0,0.0,4.5,85.0,黑河市爱辉区瑷珲镇
黑龙江,黑河,锦河大峡谷,0,0.0,4.2,130.0,黑河市锦河农场
黑龙江,黑河,白龙洞,0,0.0,4.3,15.0,黑河市五大连池市五大连池镇东8公里处
黑龙江,黑河,温泊,0,0.0,4.5,69.0,黑河市五大连池市五大连池镇五大连池风景区内
黑龙江,黑河,天池,0,0.0,3.7,18.0,黑河市五大连池市五大连池镇五大连池风景区内
黑龙江,黑河,水晶宫,0,0.0,4.3,19.0,黑河市五大连池市五大连池镇五大连池风景区内
黑龙江,黑河,五大连池山口湖,0,0.0,4.2,26.0,黑龙江省黑河市五大连池市二龙山火车站东20公里
黑龙江,黑河,《闯关东》朱家大院,0,0.0,3.9,31.0,黑河市爱辉区锦河农场
黑龙江,黑河,逊克大平台雾凇风景区,0,0.0,5.0,33.0,黑龙江省黑河市逊克县东南部山区克林乡
黑龙江,黑河,白龙湖(三池),0,0.0,4.8,29.0,黑河市五大连池市五大连池镇五大连池景区
黑龙江,黑河,知青影视基地,0,0.0,4.4,14.0,黑河市爱辉区锦河农场
黑龙江,黑河,嫩江高峰森林公园,0,0.0,4.4,39.0,黑龙江省黑河市嫩江县高峰林场施业区内
黑龙江,黑河,胜山要塞国家森林公园,0,0.0,4.3,14.0,黑河市孙吴县满达乡境内
黑龙江,黑河,五大连池世界地质公园博物馆,0,0.0,4.1,17.0,五大连池市石龙北路
黑龙江,黑河,北安博物馆,0,0.0,4.8,4.0,黑河市北安市交通路179号
黑龙江,黑河,黑龙江公园,0,0.0,4.8,10.0,黑河市爱辉区王肃街9号
黑龙江,黑河,鄂伦春民俗旅游区,0,0.0,5.0,7.0,黑河市爱辉区新生鄂伦春民族乡
黑龙江,黑河,中华人民共和国黑河口岸,0,0.0,4.6,14.0,黑河市爱辉区大黑河岛
黑龙江,黑河,药泉山钟灵禅寺,0,0.0,4.8,15.0,黑龙江省五大连池市五大连池风景区内 161100
黑龙江,黑河,石海,0,0.0,4.9,15.0,五大连池市老黑山东北侧
黑龙江,黑河,庆华军工遗址博物馆,0,0.0,4.6,7.0,黑河市北安市庆华路
黑龙江,黑河,黑龙江省委省政府办公旧址陈列馆,0,0.0,4.5,2.0,黑河市北安市交通路
黑龙江,黑河,淘金古驿站,0,0.0,4.3,6.0,黑河市锦河农场
黑龙江,黑河,大沾河国家森林公园,0,0.0,4.4,14.0,五大连池市沾河林业局辖区内
黑龙江,黑河,墨尔根古道驿站博物馆,0,0.0,5.0,1.0,清江路
黑龙江,黑河,库尔滨河,0,0.0,5.0,3.0,黑龙江省逊克县新兴乡
黑龙江,黑河,水电站风光,0,0.0,3.3,3.0,库尔滨水电站距逊克160多公里
黑龙江,黑河,药泉湖,0,0.0,5.0,10.0,五大连池市五大连池风景区
黑龙江,黑河,龙滨公园,0,0.0,2.0,1.0,黑河市通江路与电业街交界处
黑龙江,黑河,知青博物馆,0,0.0,4.7,13.0,黑河市爱辉镇
黑龙江,黑河,黑河博物馆,0,0.0,4.3,14.0,海兰街4号
黑龙江,黑河,旅俄华侨纪念馆,0,0.0,4.8,17.0,黑龙江省黑河市爱辉区王肃街
黑龙江,黑河,人民公园,0,0.0,4.7,3.0,北安市中央路9道街
黑龙江,黑河,五道豁洛岛旅游区,0,0.0,4.5,16.0,黑龙江省黑河市爱辉区境内
黑龙江,黑河,孙吴县日本侵华罪证陈列馆,0,0.0,4.7,3.0,黑龙江省孙吴县城东3公里处
黑龙江,黑河,火山熔岩冰洞,0,0.0,0.0,0.0,五大连池镇沾五线
吉林,长白山,长白山天池,0,0.0,4.7,2192.0,延边朝鲜族自治州安图县长白山主峰火山锥体顶部
吉林,长白山,长白山北坡景区,0,95.0,4.5,718.0,白山市长白山风景区白河镇长白山风景区内(池北区二道白河镇南部约36公里处)）
吉林,长白山,长白瀑布,0,0.0,4.5,400.0,白山市延边安图县长白山北坡距天池1250米的地方
吉林,长白山,小天池,0,0.0,4.2,172.0,长白山市长白山国家级自然保护区北坡景区内
吉林,长白山,绿渊潭,0,0.0,4.4,200.0,长白山国家级自然保护区北坡景区内，近蓝景快餐厅
吉林,长白山,长白山西坡景区,0,220.0,4.6,620.0,白山市抚松县松江河镇
吉林,长白山,二道白河,0,0.0,4.6,170.0,延边朝鲜族自治州安图县
吉林,长白山,锦江大峡谷,0,0.0,4.4,187.0,长白山国家级自然保护区西景区内（靠近聚龙泉和温泉广场）
吉林,长白山,谷底林海,0,0.0,4.4,161.0,长白山国家级自然保护区北坡景区内，邻近绿渊潭
吉林,长白山,望天鹅风景区,0,0.0,4.5,238.0,白山市长白县十五道沟
吉林,长白山,聚龙泉,0,0.0,4.5,111.0,长白山国家级自然保护区北坡景区内温泉广场，近长白瀑布
吉林,长白山,王池,0,0.0,4.5,73.0,长白山国家级自然保护区西坡景区内
吉林,长白山,美人松苑,0,0.0,4.4,110.0,延边朝鲜族自治州安图县池北大街与通场路交汇处
吉林,长白山,高山花园,0,0.0,4.2,58.0,延边朝鲜族自治州安图县长白山国家级自然保护区西坡景区内
吉林,长白山,魔界风景区,0,68.0,4.3,316.0,白山市长白山风景区长白山松江和二道白河中间
吉林,长白山,长白山南坡景区,0,0.0,4.7,83.0,白山市长白朝鲜族自治县长白山国家级自然保护区池南区，长白县北部约60公里处
吉林,长白山,峡谷浮石林,0,0.0,3.8,69.0,长白山国家级自然保护区池北区，长白山山门东南6公里处
吉林,长白山,鸭绿江大峡谷,0,0.0,4.3,46.0,白山市长白朝鲜族自治县长白山南景区内
吉林,长白山,长白山自然博物馆,0,0.0,4.2,78.0,长白山市延边朝鲜族自治州安图县
吉林,长白山,鸭绿江,0,0.0,4.4,63.0,白山市长白山国家级自然保护区南坡景区
吉林,长白山,梯子河,0,0.0,3.8,30.0,长白山国家级自然保护区西坡景区内
吉林,长白山,白云峰,0,0.0,4.6,22.0,长白山国家级自然保护区西坡景区内
吉林,长白山,大戏台河风景区,0,0.0,4.4,43.0,长白山市长白山景区北景区山门8公里处
吉林,长白山,冰水泉,0,0.0,3.9,27.0,长白山国家级自然保护区池北区三道白河河谷中
吉林,长白山,松桦恋,0,0.0,4.6,22.0,长白山国家级自然保护区西坡景区，锦江大峡谷景点内
吉林,长白山,天文峰,0,0.0,4.3,37.0,长白山国家级自然保护区北坡景区
吉林,长白山,乘槎河,0,0.0,4.4,30.0,长白山国家级自然保护区北坡景区内，长白山天池北侧龙门峰与天豁峰之间
吉林,长白山,奶头河,0,0.0,4.4,7.0,长白山国家级自然保护区池北区
吉林,长白山,黑风口,0,0.0,4.3,22.0,长白山国家级自然保护区北坡景区内
吉林,长白山,锦江木屋村,0,0.0,4.4,82.0,白山市抚松县漫江镇西北约5公里处
吉林,长白山,长白山国际狩猎度假区,4,0.0,4.7,74.0,白山市抚松县露水河镇
吉林,长白山,玉浆泉,0,0.0,4.4,14.0,长白山国家级自然保护区北坡景区
吉林,长白山,老虎背,0,0.0,4.3,12.0,长白山国家级自然保护区西坡景区内
吉林,长白山,长白山原始萨满部落景区,0,0.0,3.6,18.0,延边朝鲜族自治州安图县长白山北景区二道白河镇黄松蒲林场
吉林,长白山,长白山冷泉,0,0.0,4.2,21.0,长白山国家级自然保护区长白山景区内
吉林,长白山,喘气坡,0,0.0,4.2,16.0,长白山国家级自然保护区西坡景区内
吉林,长白山,龙门峰,0,0.0,4.5,21.0,长白山国家级自然保护区北坡景区内
吉林,长白山,锦屏峰,0,0.0,4.1,14.0,长白山国家级自然保护区西坡景区
